ID_Empleado,Sexo,Fecha_Nacimiento,Puesto_Aerolinea,Fecha_Ingreso,Fecha_Salida,Costo_Salida,Costo_Contratacion,Encuesta_Salida,Motivo_Abandono
VAT-000804,Masculino,1977-06-27,Mecánico de aviones,2023-08-31,,0,21733,N/A,N/A
VAT-000805,Masculino,1976-09-08,Controlador de tráfico aéreo,2023-03-05,,0,26086,N/A,N/A
VAT-000806,Femenino,1978-03-19,Mecánico de aviones,2023-03-14,2024-04-27,14762,10761,Satisfecho,Falta de oportunidades de crecimiento
VAT-000807,Masculino,1961-03-12,Agente de servicio al cliente,2023-05-24,2024-04-29,16542,15151,Insatisfecho,Problemas personales
VAT-000808,Femenino,1983-07-20,Gerente de operaciones,2023-03-04,2024-05-22,12477,12236,Neutral,Mejor oferta laboral
VAT-000809,Femenino,1967-08-05,Agente de servicio al cliente,2023-05-21,,0,14537,N/A,N/A
VAT-000810,Masculino,1991-09-09,Mecánico de aviones,2023-04-13,,0,16787,N/A,N/A
VAT-000811,Masculino,1980-06-06,Agente de servicio al cliente,2023-04-17,,0,21530,N/A,N/A
VAT-000812,Masculino,1995-11-08,Gerente de operaciones,2023-08-04,,0,24668,N/A,N/A
VAT-000813,Femenino,1961-01-15,Agente de servicio al cliente,2023-04-19,,0,14296,N/A,N/A
VAT-000814,Masculino,1984-04-27,Agente de servicio al cliente,2023-08-14,2024-06-02,11682,22661,Neutral,Problemas personales
VAT-000815,Masculino,1976-06-03,Piloto,2022-10-20,,0,19673,N/A,N/A
VAT-000816,Masculino,1964-04-23,Gerente de operaciones,2022-12-16,,0,28183,N/A,N/A
VAT-000817,Femenino,1980-12-01,Asistente de vuelo,2023-05-24,,0,29002,N/A,N/A
VAT-000818,Masculino,1964-02-03,Mecánico de aviones,2023-08-14,,0,21496,N/A,N/A
VAT-000819,Femenino,1989-03-01,Mecánico de aviones,2023-01-30,,0,13256,N/A,N/A
VAT-000820,Femenino,1965-12-02,Agente de servicio al cliente,2022-12-01,,0,11355,N/A,N/A
VAT-000821,Femenino,1967-05-18,Agente de servicio al cliente,2023-08-04,,0,29042,N/A,N/A
VAT-000822,Masculino,1979-08-15,Mecánico de aviones,2023-09-20,,0,13446,N/A,N/A
VAT-000823,Femenino,1988-06-25,Agente de servicio al cliente,2023-04-14,,0,21815,N/A,N/A
VAT-000824,Masculino,1989-06-21,Asistente de vuelo,2022-10-19,,0,10279,N/A,N/A
VAT-000825,Femenino,1972-05-25,Gerente de operaciones,2022-12-30,,0,14338,N/A,N/A
VAT-000826,Femenino,1998-04-02,Agente de servicio al cliente,2023-08-06,,0,25125,N/A,N/A
VAT-000827,Masculino,1987-09-18,Gerente de operaciones,2023-05-03,2023-06-28,17279,11613,Satisfecho,Problemas personales
VAT-000828,Masculino,1985-10-08,Gerente de operaciones,2023-01-15,,0,25916,N/A,N/A
VAT-000829,Femenino,1968-01-22,Gerente de operaciones,2023-07-02,,0,21764,N/A,N/A
VAT-000830,Femenino,1999-09-03,Mecánico de aviones,2023-05-27,,0,28711,N/A,N/A
VAT-000831,Femenino,1982-07-06,Gerente de operaciones,2023-01-10,,0,23610,N/A,N/A
VAT-000832,Masculino,1983-07-22,Gerente de operaciones,2023-04-29,,0,15738,N/A,N/A
VAT-000833,Masculino,1965-06-08,Gerente de operaciones,2022-12-15,,0,29216,N/A,N/A
VAT-000834,Femenino,1985-12-26,Gerente de operaciones,2022-10-28,,0,26121,N/A,N/A
VAT-000835,Masculino,1981-09-23,Controlador de tráfico aéreo,2023-09-02,,0,11404,N/A,N/A
VAT-000836,Masculino,1996-09-22,Agente de servicio al cliente,2022-10-11,,0,14667,N/A,N/A
VAT-000837,Masculino,1976-05-16,Mecánico de aviones,2023-08-04,,0,25890,N/A,N/A
VAT-000838,Masculino,1961-07-06,Controlador de tráfico aéreo,2023-04-01,,0,15406,N/A,N/A
VAT-000839,Femenino,1972-07-03,Controlador de tráfico aéreo,2023-06-14,,0,17280,N/A,N/A
VAT-000840,Femenino,1975-08-08,Gerente de operaciones,2023-04-26,,0,29798,N/A,N/A
VAT-000841,Masculino,1994-05-25,Piloto,2023-07-14,,0,11146,N/A,N/A
VAT-000842,Masculino,1981-02-07,Agente de servicio al cliente,2023-01-26,,0,29144,N/A,N/A
VAT-000843,Femenino,1970-12-12,Gerente de operaciones,2023-07-28,,0,11376,N/A,N/A
VAT-000844,Femenino,1981-06-13,Agente de servicio al cliente,2023-03-05,,0,11221,N/A,N/A
VAT-000845,Femenino,1966-03-09,Gerente de operaciones,2023-02-13,,0,12244,N/A,N/A
VAT-000846,Femenino,1980-10-20,Agente de servicio al cliente,2023-04-27,,0,20941,N/A,N/A
VAT-000847,Femenino,1984-02-09,Asistente de vuelo,2023-02-20,,0,12964,N/A,N/A
VAT-000848,Masculino,1961-02-04,Asistente de vuelo,2023-03-06,,0,15329,N/A,N/A
VAT-000849,Femenino,1977-07-10,Gerente de operaciones,2023-09-02,,0,21122,N/A,N/A
VAT-000850,Masculino,1997-02-28,Gerente de operaciones,2023-08-08,,0,13776,N/A,N/A
VAT-000851,Masculino,1996-01-22,Agente de servicio al cliente,2023-08-26,,0,18508,N/A,N/A
VAT-000852,Masculino,1975-10-21,Gerente de operaciones,2022-10-12,,0,28804,N/A,N/A
VAT-000853,Femenino,1972-06-15,Agente de servicio al cliente,2023-07-17,2024-07-15,9484,28825,Neutral,Problemas personales
VAT-000854,Femenino,1979-10-10,Gerente de operaciones,2023-08-08,,0,22864,N/A,N/A
VAT-000855,Femenino,1990-12-06,Gerente de operaciones,2023-01-14,,0,18368,N/A,N/A
VAT-000856,Masculino,1959-02-21,Agente de servicio al cliente,2023-03-01,,0,23946,N/A,N/A
VAT-000857,Masculino,1988-10-05,Agente de servicio al cliente,2023-06-12,,0,18635,N/A,N/A
VAT-000858,Femenino,1994-05-06,Gerente de operaciones,2022-12-23,,0,29570,N/A,N/A
VAT-000859,Femenino,1985-12-18,Agente de servicio al cliente,2023-08-07,,0,14705,N/A,N/A
VAT-000860,Femenino,1989-11-05,Gerente de operaciones,2023-09-02,,0,27147,N/A,N/A
VAT-000861,Masculino,1981-01-28,Gerente de operaciones,2022-10-18,,0,26941,N/A,N/A
VAT-000862,Femenino,1971-10-10,Mecánico de aviones,2022-12-09,,0,22966,N/A,N/A
VAT-000863,Femenino,1978-03-02,Controlador de tráfico aéreo,2022-12-04,,0,15036,N/A,N/A
VAT-000864,Masculino,1974-09-24,Gerente de operaciones,2023-08-13,,0,21928,N/A,N/A
VAT-000865,Masculino,1992-03-04,Controlador de tráfico aéreo,2023-09-12,,0,25486,N/A,N/A
VAT-000866,Femenino,1961-09-17,Gerente de operaciones,2023-01-06,,0,27377,N/A,N/A
VAT-000867,Femenino,1967-11-19,Gerente de operaciones,2023-06-03,,0,14074,N/A,N/A
VAT-000868,Masculino,1987-09-09,Gerente de operaciones,2022-12-07,,0,16374,N/A,N/A
VAT-000869,Masculino,1988-06-27,Gerente de operaciones,2023-07-17,,0,17384,N/A,N/A
VAT-000870,Masculino,1994-01-15,Agente de servicio al cliente,2022-10-23,,0,22812,N/A,N/A
VAT-000871,Femenino,1980-11-26,Mecánico de aviones,2023-03-30,2024-02-10,12195,17670,Neutral,Falta de oportunidades de crecimiento
VAT-000872,Femenino,1980-08-27,Gerente de operaciones,2023-07-20,2024-07-04,12826,21259,Insatisfecho,Falta de oportunidades de crecimiento
VAT-000873,Masculino,1971-02-25,Agente de servicio al cliente,2023-07-04,,0,28937,N/A,N/A
VAT-000874,Masculino,1999-12-28,Gerente de operaciones,2023-09-29,,0,27360,N/A,N/A
VAT-000875,Femenino,1988-06-23,Gerente de operaciones,2023-03-18,,0,17017,N/A,N/A
VAT-000876,Masculino,1986-02-03,Gerente de operaciones,2022-10-02,,0,16866,N/A,N/A
VAT-000877,Femenino,1961-10-06,Mecánico de aviones,2023-01-25,,0,25244,N/A,N/A
VAT-000878,Masculino,1974-09-21,Controlador de tráfico aéreo,2023-03-17,,0,18558,N/A,N/A
VAT-000879,Femenino,1983-02-15,Gerente de operaciones,2023-05-11,,0,17642,N/A,N/A
VAT-000880,Femenino,1983-05-16,Gerente de operaciones,2022-12-09,,0,21281,N/A,N/A
VAT-000881,Masculino,1997-05-06,Gerente de operaciones,2023-03-18,,0,21092,N/A,N/A
VAT-000882,Femenino,1979-10-20,Agente de servicio al cliente,2022-12-01,,0,15071,N/A,N/A
VAT-000883,Masculino,1973-09-05,Gerente de operaciones,2023-02-26,,0,24477,N/A,N/A
VAT-000884,Masculino,1976-01-08,Mecánico de aviones,2023-06-06,,0,12249,N/A,N/A
VAT-000885,Masculino,1979-07-19,Controlador de tráfico aéreo,2022-11-09,,0,23531,N/A,N/A
VAT-000886,Masculino,1977-02-17,Gerente de operaciones,2023-06-25,,0,12188,N/A,N/A
VAT-000887,Masculino,1983-08-25,Agente de servicio al cliente,2023-08-14,,0,11774,N/A,N/A
VAT-000888,Femenino,1976-06-01,Agente de servicio al cliente,2022-10-22,,0,23352,N/A,N/A
VAT-000889,Femenino,1978-09-18,Controlador de tráfico aéreo,2023-03-29,,0,12271,N/A,N/A
VAT-000890,Masculino,1961-04-04,Gerente de operaciones,2023-01-21,,0,15573,N/A,N/A
VAT-000891,Masculino,1988-10-03,Agente de servicio al cliente,2023-05-15,,0,21421,N/A,N/A
VAT-000892,Femenino,1997-04-03,Gerente de operaciones,2023-01-29,2024-08-14,12934,28477,Insatisfecho,Mejor oferta laboral
VAT-000893,Femenino,1960-12-28,Agente de servicio al cliente,2023-07-30,,0,26875,N/A,N/A
VAT-000894,Masculino,1980-06-17,Agente de servicio al cliente,2023-01-02,,0,25377,N/A,N/A
VAT-000895,Femenino,1982-03-22,Gerente de operaciones,2023-08-14,,0,29438,N/A,N/A
VAT-000896,Femenino,1961-09-14,Gerente de operaciones,2023-02-10,,0,14081,N/A,N/A
VAT-000897,Masculino,1976-05-04,Agente de servicio al cliente,2023-04-06,,0,28561,N/A,N/A
VAT-000898,Femenino,1964-01-15,Gerente de operaciones,2023-09-30,,0,22845,N/A,N/A
VAT-000899,Femenino,1994-04-15,Gerente de operaciones,2023-08-04,2024-01-06,7231,15136,Insatisfecho,Problemas personales
VAT-000900,Femenino,1973-03-18,Gerente de operaciones,2023-09-21,,0,21289,N/A,N/A
VAT-000901,Femenino,1967-11-16,Gerente de operaciones,2023-07-11,,0,15321,N/A,N/A
VAT-000902,Femenino,1986-06-07,Mecánico de aviones,2023-01-26,,0,25647,N/A,N/A
VAT-000903,Masculino,1975-05-28,Agente de servicio al cliente,2023-03-31,,0,17399,N/A,N/A
VAT-000904,Masculino,1985-05-26,Gerente de operaciones,2023-02-23,,0,20428,N/A,N/A
VAT-000905,Femenino,1992-05-07,Gerente de operaciones,2023-04-21,,0,25284,N/A,N/A
VAT-000906,Femenino,1985-01-11,Mecánico de aviones,2022-10-23,,0,15437,N/A,N/A
VAT-000907,Masculino,1967-09-10,Gerente de operaciones,2023-05-11,,0,10993,N/A,N/A
VAT-000908,Femenino,1995-02-03,Gerente de operaciones,2023-04-21,,0,27101,N/A,N/A
VAT-000909,Femenino,1982-02-01,Gerente de operaciones,2022-12-18,,0,20826,N/A,N/A
VAT-000910,Femenino,1992-05-02,Agente de servicio al cliente,2023-02-28,,0,22395,N/A,N/A
VAT-000911,Femenino,1999-03-05,Agente de servicio al cliente,2022-12-02,,0,12214,N/A,N/A
VAT-000912,Femenino,1972-08-09,Mecánico de aviones,2022-11-28,,0,16830,N/A,N/A
VAT-000913,Masculino,1985-08-02,Gerente de operaciones,2023-05-26,,0,12556,N/A,N/A
VAT-000914,Femenino,1985-10-02,Controlador de tráfico aéreo,2022-11-20,,0,24674,N/A,N/A
VAT-000915,Masculino,1983-05-13,Piloto,2023-07-24,,0,28653,N/A,N/A
VAT-000916,Masculino,1991-01-20,Controlador de tráfico aéreo,2023-03-10,,0,29608,N/A,N/A
VAT-000917,Masculino,1980-08-11,Controlador de tráfico aéreo,2023-05-18,,0,23166,N/A,N/A
VAT-000918,Femenino,1979-11-13,Gerente de operaciones,2023-06-19,,0,15702,N/A,N/A
VAT-000919,Femenino,1959-03-18,Mecánico de aviones,2023-08-27,,0,15919,N/A,N/A
VAT-000920,Masculino,1966-12-22,Mecánico de aviones,2023-07-24,,0,24079,N/A,N/A
VAT-000921,Femenino,1989-10-10,Piloto,2022-11-15,,0,24650,N/A,N/A
VAT-000922,Masculino,1967-12-28,Asistente de vuelo,2023-03-30,,0,26017,N/A,N/A
VAT-000923,Masculino,1973-08-21,Gerente de operaciones,2023-07-26,,0,29903,N/A,N/A
VAT-000924,Masculino,1984-05-07,Controlador de tráfico aéreo,2023-02-15,,0,13602,N/A,N/A
VAT-000925,Femenino,1987-04-15,Gerente de operaciones,2022-11-04,,0,26100,N/A,N/A
VAT-000926,Masculino,1968-09-11,Gerente de operaciones,2023-01-27,,0,21779,N/A,N/A
VAT-000927,Masculino,1975-05-13,Gerente de operaciones,2023-07-04,,0,10465,N/A,N/A
VAT-000928,Masculino,1965-09-05,Mecánico de aviones,2023-09-14,,0,26538,N/A,N/A
VAT-000929,Femenino,1994-08-06,Gerente de operaciones,2023-01-07,,0,28225,N/A,N/A
VAT-000930,Femenino,1970-03-04,Gerente de operaciones,2022-10-30,2023-04-21,13212,15708,Satisfecho,Cambio de carrera
VAT-000931,Masculino,1969-01-28,Gerente de operaciones,2023-07-27,,0,25013,N/A,N/A
VAT-000932,Masculino,1967-06-15,Gerente de operaciones,2023-06-06,,0,13088,N/A,N/A
VAT-000933,Masculino,1999-05-28,Gerente de operaciones,2022-10-26,,0,16230,N/A,N/A
VAT-000934,Masculino,1999-01-01,Gerente de operaciones,2023-03-02,,0,26038,N/A,N/A
VAT-000935,Masculino,1974-02-21,Gerente de operaciones,2023-09-29,,0,13564,N/A,N/A
VAT-000936,Femenino,1975-09-03,Mecánico de aviones,2022-12-28,,0,23248,N/A,N/A
VAT-000937,Femenino,1989-04-04,Agente de servicio al cliente,2023-04-15,,0,23709,N/A,N/A
VAT-000938,Masculino,1996-01-21,Agente de servicio al cliente,2023-03-31,,0,26181,N/A,N/A
VAT-000939,Femenino,1985-06-09,Gerente de operaciones,2022-10-04,,0,23012,N/A,N/A
VAT-000940,Masculino,1973-06-26,Agente de servicio al cliente,2023-06-14,,0,14438,N/A,N/A
VAT-000941,Masculino,1973-12-24,Gerente de operaciones,2022-11-22,,0,16910,N/A,N/A
VAT-000942,Femenino,1963-06-06,Gerente de operaciones,2023-09-14,,0,28900,N/A,N/A
VAT-000943,Masculino,1961-11-11,Gerente de operaciones,2022-12-08,,0,15219,N/A,N/A
VAT-000944,Masculino,1974-09-18,Mecánico de aviones,2023-06-30,,0,11923,N/A,N/A
VAT-000945,Femenino,1988-10-10,Gerente de operaciones,2022-12-05,,0,18701,N/A,N/A
VAT-000946,Masculino,1967-12-25,Gerente de operaciones,2023-09-13,,0,16662,N/A,N/A
VAT-000947,Femenino,1965-06-25,Gerente de operaciones,2022-12-07,,0,20020,N/A,N/A
VAT-000948,Masculino,1985-03-16,Asistente de vuelo,2022-11-08,,0,13412,N/A,N/A
VAT-000949,Femenino,1973-10-26,Mecánico de aviones,2023-09-25,,0,24723,N/A,N/A
VAT-000950,Masculino,1979-12-26,Agente de servicio al cliente,2023-09-20,2024-02-29,13579,13008,Insatisfecho,Cambio de carrera
VAT-000951,Femenino,1978-09-05,Agente de servicio al cliente,2023-02-03,,0,26757,N/A,N/A
VAT-000952,Femenino,1959-12-20,Agente de servicio al cliente,2023-07-06,,0,23363,N/A,N/A
VAT-000953,Femenino,1993-12-16,Gerente de operaciones,2022-12-28,,0,22516,N/A,N/A
VAT-000954,Masculino,1959-09-01,Mecánico de aviones,2023-02-13,,0,18319,N/A,N/A
VAT-000955,Femenino,1981-03-06,Mecánico de aviones,2022-10-23,,0,19721,N/A,N/A
VAT-000956,Femenino,1984-05-10,Mecánico de aviones,2023-03-06,,0,28721,N/A,N/A
VAT-000957,Masculino,1965-10-05,Agente de servicio al cliente,2023-03-08,,0,23311,N/A,N/A
VAT-000958,Masculino,1996-12-06,Gerente de operaciones,2023-02-14,,0,29280,N/A,N/A
VAT-000959,Femenino,1986-03-25,Piloto,2023-06-04,,0,22251,N/A,N/A
VAT-000960,Masculino,1983-08-11,Agente de servicio al cliente,2023-04-18,,0,21365,N/A,N/A
VAT-000961,Femenino,1977-05-11,Agente de servicio al cliente,2023-06-20,,0,24251,N/A,N/A
VAT-000962,Masculino,1990-10-17,Mecánico de aviones,2022-12-05,,0,16101,N/A,N/A
VAT-000963,Femenino,1984-05-16,Controlador de tráfico aéreo,2023-06-14,,0,16556,N/A,N/A
VAT-000964,Masculino,1988-04-13,Mecánico de aviones,2023-02-01,,0,21539,N/A,N/A
VAT-000965,Masculino,1963-05-21,Gerente de operaciones,2023-03-23,,0,28381,N/A,N/A
VAT-000966,Femenino,1989-08-21,Controlador de tráfico aéreo,2023-08-06,,0,16789,N/A,N/A
VAT-000967,Masculino,1968-06-24,Controlador de tráfico aéreo,2023-06-23,,0,22904,N/A,N/A
VAT-000968,Femenino,1992-06-22,Gerente de operaciones,2022-12-16,,0,16342,N/A,N/A
VAT-000969,Femenino,1974-08-19,Controlador de tráfico aéreo,2023-06-04,,0,19712,N/A,N/A
VAT-000970,Masculino,1987-07-10,Gerente de operaciones,2023-05-17,,0,15446,N/A,N/A
VAT-000971,Masculino,1973-07-15,Gerente de operaciones,2022-11-09,,0,13666,N/A,N/A
VAT-000972,Masculino,1971-04-28,Asistente de vuelo,2022-11-04,,0,21865,N/A,N/A
VAT-000973,Femenino,1960-02-17,Agente de servicio al cliente,2023-04-16,,0,21652,N/A,N/A
VAT-000974,Masculino,1981-09-25,Mecánico de aviones,2023-01-08,,0,10919,N/A,N/A
VAT-000975,Femenino,1986-09-18,Agente de servicio al cliente,2023-02-27,,0,13865,N/A,N/A
VAT-000976,Femenino,1967-04-28,Agente de servicio al cliente,2023-01-20,,0,26986,N/A,N/A
VAT-000977,Femenino,1992-10-21,Agente de servicio al cliente,2023-09-04,,0,20206,N/A,N/A
VAT-000978,Femenino,1964-03-18,Gerente de operaciones,2023-07-06,,0,25219,N/A,N/A
VAT-000979,Masculino,1965-09-06,Agente de servicio al cliente,2023-06-12,,0,12988,N/A,N/A
VAT-000980,Femenino,1975-06-22,Mecánico de aviones,2023-07-19,,0,26018,N/A,N/A
VAT-000981,Femenino,1991-02-06,Agente de servicio al cliente,2023-03-12,,0,19001,N/A,N/A
VAT-000982,Masculino,1996-02-12,Gerente de operaciones,2023-08-08,,0,19949,N/A,N/A
VAT-000983,Masculino,1996-05-17,Gerente de operaciones,2023-07-21,,0,24188,N/A,N/A
VAT-000984,Femenino,1973-01-18,Gerente de operaciones,2023-04-01,,0,16101,N/A,N/A
VAT-000985,Femenino,1971-03-27,Controlador de tráfico aéreo,2023-04-02,,0,15747,N/A,N/A
VAT-000986,Femenino,1982-02-27,Agente de servicio al cliente,2022-11-09,,0,18961,N/A,N/A
VAT-000987,Femenino,1997-03-19,Asistente de vuelo,2023-02-12,,0,19072,N/A,N/A
VAT-000988,Femenino,1972-09-03,Gerente de operaciones,2023-04-26,,0,21392,N/A,N/A
VAT-000989,Masculino,1989-04-24,Gerente de operaciones,2022-10-20,,0,15203,N/A,N/A
VAT-000990,Femenino,1970-10-23,Gerente de operaciones,2023-09-15,,0,25437,N/A,N/A
VAT-000991,Femenino,1981-08-01,Piloto,2023-02-02,2024-05-19,14753,20672,Neutral,Desacuerdo con la cultura de la empresa
VAT-000992,Femenino,1989-05-05,Agente de servicio al cliente,2023-06-24,,0,24519,N/A,N/A
VAT-000993,Masculino,1972-12-26,Piloto,2023-01-26,,0,11246,N/A,N/A
VAT-000994,Femenino,1965-04-18,Mecánico de aviones,2023-07-11,,0,17429,N/A,N/A
VAT-000995,Femenino,1997-03-19,Agente de servicio al cliente,2023-08-08,,0,29611,N/A,N/A
VAT-000996,Femenino,1995-02-08,Gerente de operaciones,2023-09-04,,0,20948,N/A,N/A
VAT-000997,Femenino,1991-07-27,Controlador de tráfico aéreo,2022-10-03,,0,19271,N/A,N/A
VAT-000998,Femenino,1993-02-02,Gerente de operaciones,2022-10-07,,0,15145,N/A,N/A
VAT-000999,Femenino,1959-07-05,Gerente de operaciones,2023-05-28,,0,21177,N/A,N/A
VAT-001000,Femenino,1967-10-09,Gerente de operaciones,2023-08-08,,0,13838,N/A,N/A
VAT-001001,Femenino,1980-08-01,Piloto,2023-03-16,,0,28325,N/A,N/A
VAT-001002,Femenino,1989-02-08,Gerente de operaciones,2023-05-13,,0,20996,N/A,N/A
VAT-001003,Femenino,1970-03-19,Controlador de tráfico aéreo,2023-07-17,,0,23682,N/A,N/A
VAT-001004,Masculino,1964-02-24,Gerente de operaciones,2022-11-22,,0,25531,N/A,N/A
VAT-001005,Masculino,1991-05-03,Agente de servicio al cliente,2023-01-04,,0,16696,N/A,N/A
VAT-001006,Femenino,1964-08-07,Agente de servicio al cliente,2023-06-01,2024-06-01,19042,20925,Neutral,Desacuerdo con la cultura de la empresa
VAT-001007,Femenino,1963-11-07,Gerente de operaciones,2022-12-08,,0,25873,N/A,N/A
VAT-001008,Femenino,1979-08-23,Mecánico de aviones,2023-05-31,,0,18697,N/A,N/A
VAT-001009,Femenino,1998-07-13,Gerente de operaciones,2023-02-23,,0,14219,N/A,N/A
VAT-001010,Femenino,1981-12-12,Gerente de operaciones,2023-07-02,2024-04-24,13683,16820,Neutral,Mejor oferta laboral
VAT-001011,Femenino,1995-12-17,Mecánico de aviones,2023-07-31,,0,24732,N/A,N/A
VAT-001012,Femenino,1986-04-20,Gerente de operaciones,2023-01-21,,0,14736,N/A,N/A
VAT-001013,Femenino,1976-05-09,Gerente de operaciones,2022-12-02,,0,15753,N/A,N/A
VAT-001014,Femenino,1962-05-12,Agente de servicio al cliente,2022-11-24,2023-02-25,6909,29019,Satisfecho,Cambio de carrera
VAT-001015,Masculino,1984-02-19,Mecánico de aviones,2023-05-27,,0,20972,N/A,N/A
VAT-001016,Masculino,1965-10-27,Agente de servicio al cliente,2023-09-24,2024-08-01,9119,24670,Satisfecho,Falta de oportunidades de crecimiento
VAT-001017,Masculino,1999-08-02,Controlador de tráfico aéreo,2022-12-24,,0,18925,N/A,N/A
VAT-001018,Femenino,1970-12-08,Mecánico de aviones,2023-07-12,,0,14885,N/A,N/A
VAT-001019,Femenino,1978-09-28,Gerente de operaciones,2022-12-21,,0,28158,N/A,N/A
VAT-001020,Femenino,1997-06-19,Agente de servicio al cliente,2023-03-16,,0,25718,N/A,N/A
VAT-001021,Masculino,1979-12-14,Agente de servicio al cliente,2022-11-04,,0,10431,N/A,N/A
VAT-001022,Masculino,1972-04-21,Gerente de operaciones,2022-10-09,,0,22840,N/A,N/A
VAT-001023,Femenino,1982-12-06,Gerente de operaciones,2023-05-20,,0,23497,N/A,N/A
VAT-001024,Femenino,1975-12-20,Gerente de operaciones,2023-03-22,,0,20429,N/A,N/A
VAT-001025,Masculino,1973-05-25,Agente de servicio al cliente,2023-09-23,2023-12-15,16105,20006,Satisfecho,Mejor oferta laboral
VAT-001026,Masculino,1987-03-06,Gerente de operaciones,2023-01-25,2024-07-04,10267,29168,Satisfecho,Problemas personales
VAT-001027,Femenino,1988-06-19,Agente de servicio al cliente,2023-02-16,,0,15077,N/A,N/A
VAT-001028,Femenino,1962-01-11,Mecánico de aviones,2023-03-14,,0,28177,N/A,N/A
VAT-001029,Masculino,1976-11-28,Mecánico de aviones,2023-05-05,,0,13879,N/A,N/A
VAT-001030,Femenino,1971-10-06,Gerente de operaciones,2023-04-06,,0,13940,N/A,N/A
VAT-001031,Masculino,1987-11-09,Gerente de operaciones,2023-08-30,,0,25941,N/A,N/A
VAT-001032,Masculino,1959-11-20,Agente de servicio al cliente,2023-02-15,,0,11554,N/A,N/A
VAT-001033,Femenino,1984-07-24,Controlador de tráfico aéreo,2023-02-18,,0,28710,N/A,N/A
VAT-001034,Masculino,1964-04-15,Gerente de operaciones,2023-02-28,,0,17881,N/A,N/A
VAT-001035,Masculino,1989-06-08,Agente de servicio al cliente,2023-04-09,,0,15010,N/A,N/A
VAT-001036,Masculino,1985-05-07,Gerente de operaciones,2022-11-10,2022-11-28,6745,17734,Satisfecho,Desacuerdo con la cultura de la empresa
VAT-001037,Masculino,1985-02-26,Gerente de operaciones,2023-07-09,,0,16736,N/A,N/A
VAT-001038,Masculino,1997-01-17,Gerente de operaciones,2023-03-27,,0,18549,N/A,N/A
VAT-001039,Masculino,1977-07-27,Mecánico de aviones,2022-10-18,2022-12-20,9849,16625,Satisfecho,Mejor oferta laboral
VAT-001040,Masculino,1972-09-16,Gerente de operaciones,2022-11-22,,0,29639,N/A,N/A
VAT-001041,Femenino,1970-08-09,Gerente de operaciones,2023-06-17,,0,10125,N/A,N/A
VAT-001042,Femenino,1973-09-22,Gerente de operaciones,2022-12-24,,0,23363,N/A,N/A
VAT-001043,Femenino,1959-10-01,Controlador de tráfico aéreo,2023-05-03,,0,22963,N/A,N/A
VAT-001044,Masculino,1964-02-24,Agente de servicio al cliente,2022-12-17,,0,14817,N/A,N/A
VAT-001045,Masculino,1976-09-02,Mecánico de aviones,2023-07-31,,0,27749,N/A,N/A
VAT-001046,Masculino,1990-09-01,Controlador de tráfico aéreo,2022-11-21,2024-05-19,19574,20206,Insatisfecho,Desacuerdo con la cultura de la empresa
VAT-001047,Femenino,1981-05-08,Gerente de operaciones,2023-06-09,,0,26892,N/A,N/A
VAT-001048,Masculino,1959-08-27,Mecánico de aviones,2022-12-07,2023-02-21,6411,12295,Satisfecho,Mejor oferta laboral
VAT-001049,Femenino,1969-01-16,Gerente de operaciones,2023-07-12,,0,11184,N/A,N/A
VAT-001050,Femenino,1971-09-22,Piloto,2023-08-12,,0,26284,N/A,N/A
VAT-001051,Masculino,1959-01-13,Gerente de operaciones,2023-07-20,,0,19978,N/A,N/A
VAT-001052,Masculino,1967-02-17,Controlador de tráfico aéreo,2022-10-01,,0,16777,N/A,N/A
VAT-001053,Masculino,1995-04-17,Agente de servicio al cliente,2023-07-31,,0,10941,N/A,N/A
VAT-001054,Femenino,1973-11-02,Gerente de operaciones,2023-03-30,,0,20892,N/A,N/A
VAT-001055,Masculino,1989-10-07,Mecánico de aviones,2023-03-11,,0,26561,N/A,N/A
VAT-001056,Femenino,1999-07-11,Gerente de operaciones,2023-09-15,,0,13474,N/A,N/A
VAT-001057,Masculino,1978-10-09,Agente de servicio al cliente,2022-12-04,,0,22288,N/A,N/A
VAT-001058,Masculino,1970-02-02,Gerente de operaciones,2023-04-25,,0,12984,N/A,N/A
VAT-001059,Femenino,1972-09-12,Gerente de operaciones,2022-10-11,,0,19519,N/A,N/A
VAT-001060,Masculino,1963-06-16,Gerente de operaciones,2023-07-28,,0,11701,N/A,N/A
VAT-001061,Masculino,1970-11-21,Gerente de operaciones,2022-10-16,,0,22330,N/A,N/A
VAT-001062,Femenino,1988-09-26,Agente de servicio al cliente,2023-07-28,,0,17214,N/A,N/A
VAT-001063,Femenino,1966-07-26,Gerente de operaciones,2022-10-13,,0,22483,N/A,N/A
VAT-001064,Femenino,1976-07-02,Gerente de operaciones,2023-05-19,,0,21813,N/A,N/A
VAT-001065,Femenino,1972-03-26,Gerente de operaciones,2023-08-01,,0,22276,N/A,N/A
VAT-001066,Femenino,1965-11-02,Agente de servicio al cliente,2023-04-14,,0,18682,N/A,N/A
VAT-001067,Femenino,1998-10-08,Gerente de operaciones,2022-11-16,,0,15460,N/A,N/A
VAT-001068,Femenino,1965-10-10,Agente de servicio al cliente,2023-09-09,,0,17799,N/A,N/A
VAT-001069,Femenino,1999-11-01,Agente de servicio al cliente,2023-02-06,,0,24836,N/A,N/A
